,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2443,2,39,1,9003,1,3,110.0,1,3,19,4,6,150.0,0,0,0,1,1,0,32,0,0,6,8,6,18.875,0,6,12,14,12,17.692307692307693,0,16.2,0.3,-0.92,Graduate
197,1,7,1,9119,1,3,150.0,1,3,2,2,2,150.0,0,0,0,1,0,0,35,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout
1641,1,1,2,9070,1,1,164.0,1,38,38,9,7,165.8,1,0,0,1,0,0,18,0,0,6,7,6,14.166666666666666,0,0,6,7,6,14.857142857142858,0,9.4,-0.8,-3.12,Graduate
3271,2,39,1,8014,0,1,133.1,1,38,38,9,9,113.5,0,0,0,1,0,1,50,0,3,9,11,8,13.25,0,2,7,8,7,11.714285714285714,0,12.7,3.7,-1.7,Graduate
3001,1,1,2,9500,1,1,139.0,1,4,1,2,10,136.4,1,0,0,1,0,0,19,0,0,7,9,7,13.422222222222224,0,0,8,11,7,12.18888888888889,0,15.5,2.8,-4.06,Graduate
4410,1,1,1,9070,1,1,124.0,1,37,19,9,4,121.2,0,0,0,1,1,1,20,0,1,6,7,6,13.5,0,1,6,9,5,12.5,0,10.8,1.4,1.74,Graduate
2445,1,39,1,9500,1,1,120.0,1,37,37,9,9,100.0,0,0,0,1,1,0,34,0,0,7,15,6,11.333333333333334,0,0,7,16,4,12.6,0,16.2,0.3,-0.92,Enrolled
372,1,17,1,9773,1,1,161.0,1,1,19,4,7,148.4,0,0,0,1,0,1,19,0,0,6,6,6,13.833333333333334,0,0,6,7,6,14.428571428571429,0,15.5,2.8,-4.06,Graduate
3893,4,39,1,9085,1,1,110.0,1,37,37,90,90,110.0,0,0,0,0,0,0,35,0,0,5,14,1,12.0,2,0,5,11,2,10.5,1,9.4,-0.8,-3.12,Dropout
704,1,39,1,9238,1,12,100.0,1,37,37,9,9,124.3,0,0,0,1,1,0,47,0,3,9,9,9,13.11111111111111,0,3,7,7,7,14.857142857142858,0,10.8,1.4,1.74,Graduate
3759,1,17,1,9991,0,1,140.0,1,38,37,6,7,127.3,0,0,0,1,0,0,20,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,11.1,0.6,2.02,Dropout
1791,1,1,4,9147,1,1,146.0,1,3,1,3,10,138.7,0,0,0,1,1,0,18,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
2100,1,17,1,9773,1,1,133.1,1,38,38,9,5,117.0,0,0,0,1,0,0,21,0,0,6,8,5,11.8,0,0,6,8,5,11.833333333333334,0,15.5,2.8,-4.06,Enrolled
270,1,44,1,9003,1,39,150.0,1,37,38,4,8,150.0,0,0,0,1,0,1,21,0,0,6,9,6,12.666666666666666,0,0,6,8,5,12.8,0,13.9,-0.3,0.79,Graduate
3490,1,1,1,171,1,1,162.0,1,37,37,9,9,142.8,1,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
4229,2,39,1,9085,1,1,133.1,1,36,36,99,5,128.2,0,0,0,0,0,1,28,0,0,5,14,1,12.0,3,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout
1080,1,1,1,9070,1,1,126.0,1,1,19,4,0,120.1,0,1,0,1,0,1,20,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,Graduate
2102,1,1,6,9500,1,1,138.0,1,37,37,9,8,127.2,1,0,0,1,0,1,18,0,0,7,8,7,13.26,0,0,8,8,8,14.28625,0,15.5,2.8,-4.06,Graduate
3372,1,17,2,9254,1,1,131.0,1,1,19,9,9,130.3,1,0,0,1,0,1,18,0,0,6,6,6,12.833333333333334,0,0,6,7,6,12.333333333333334,0,13.9,-0.3,0.79,Graduate
2403,1,1,1,9500,1,1,130.0,1,38,37,5,10,117.8,1,0,0,1,1,0,19,0,0,8,8,7,15.885714285714286,0,0,8,8,7,15.885714285714286,0,10.8,1.4,1.74,Graduate
3715,1,1,2,9147,1,1,116.0,1,37,1,5,3,124.8,1,0,0,1,1,0,20,0,0,5,9,2,14.333333333333334,0,0,5,10,2,12.5,0,7.6,2.6,0.32,Enrolled
238,1,1,1,9130,1,1,126.0,1,19,1,9,9,122.5,1,0,0,0,0,0,25,0,0,5,14,4,13.5,2,0,5,10,4,14.25,0,9.4,-0.8,-3.12,Dropout
2315,1,1,1,9130,1,1,152.0,1,19,37,9,8,135.6,1,0,0,1,1,0,18,0,0,5,5,5,15.4,0,0,5,5,5,15.6,0,12.7,3.7,-1.7,Dropout
2368,1,1,1,9773,1,1,140.0,1,3,2,4,6,133.4,1,0,0,0,1,0,29,0,0,6,8,6,16.5,0,0,6,6,5,13.8,0,11.1,0.6,2.02,Enrolled
1591,1,17,4,171,1,1,172.0,1,3,1,2,10,155.6,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
495,1,7,3,9130,1,3,130.0,1,19,37,90,5,130.0,0,0,1,0,0,0,27,0,1,5,6,2,11.5,0,0,5,5,1,11.0,0,12.7,3.7,-1.7,Dropout
1401,1,1,2,9254,1,1,136.0,1,38,38,9,7,125.2,1,0,0,1,0,1,18,0,0,6,8,6,12.285714285714286,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Graduate
3117,1,1,4,9773,1,1,122.0,1,19,19,9,7,121.0,1,0,0,1,0,0,20,0,0,6,7,6,13.571428571428571,0,0,6,6,6,13.333333333333334,0,13.9,-0.3,0.79,Graduate
4397,1,5,4,9853,1,1,116.0,1,3,38,3,8,110.4,1,0,0,1,0,0,21,0,0,6,9,5,12.6,0,0,6,9,3,11.666666666666666,0,9.4,-0.8,-3.12,Enrolled
415,1,1,1,9085,1,1,131.0,1,37,37,90,90,137.0,0,0,0,1,0,0,18,0,0,5,5,5,14.0,0,0,5,6,5,15.4,0,7.6,2.6,0.32,Graduate
2040,1,1,5,9853,1,1,128.0,1,38,37,9,9,120.3,1,0,1,0,0,0,20,0,0,6,9,3,11.666666666666666,0,0,6,10,2,11.0,0,10.8,1.4,1.74,Dropout
32,1,1,1,9147,1,1,143.0,1,1,1,4,6,138.8,0,0,0,0,1,0,18,0,0,5,9,3,11.333333333333334,0,0,5,8,2,13.5,0,8.9,1.4,3.51,Enrolled
4408,2,39,1,9773,1,1,100.0,1,37,37,9,9,133.0,0,0,0,1,1,0,47,0,0,6,8,5,11.4,0,0,6,10,6,11.666666666666666,0,12.7,3.7,-1.7,Dropout
3601,1,17,3,9773,1,1,134.0,1,2,1,3,3,129.5,1,0,0,1,1,0,18,0,0,6,7,6,13.166666666666666,0,0,6,7,6,12.666666666666666,0,16.2,0.3,-0.92,Graduate
2237,1,39,1,9254,1,19,133.1,1,38,37,4,5,102.5,0,0,1,0,1,0,24,0,0,6,7,0,0.0,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,Dropout
1590,1,44,1,9003,1,39,120.0,1,1,19,4,7,120.0,0,0,0,1,1,0,23,0,1,6,6,1,11.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
3116,1,1,5,9500,1,1,144.0,1,37,37,7,9,126.8,1,0,1,0,0,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
500,1,17,3,9085,1,1,134.0,1,37,38,9,9,120.4,1,0,0,1,0,0,20,0,0,5,13,3,11.333333333333334,2,0,5,8,5,12.6,0,9.4,-0.8,-3.12,Enrolled
749,1,1,2,9500,1,1,134.0,1,1,1,5,3,128.4,1,0,0,1,0,0,18,0,0,7,7,7,13.471428571428572,0,0,8,9,8,13.944444444444445,0,16.2,0.3,-0.92,Graduate
2059,1,44,1,9085,1,39,140.0,1,38,37,4,10,140.0,0,0,1,0,0,0,20,0,1,6,13,4,13.0,0,1,6,11,5,12.0,0,16.2,0.3,-0.92,Dropout
2948,1,1,6,9853,1,1,136.0,1,1,19,5,5,122.0,0,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,12.0,0,7.6,2.6,0.32,Graduate
300,1,17,4,9670,1,1,135.0,1,38,38,9,7,127.0,1,0,0,1,0,0,18,0,0,6,10,6,12.25,0,0,6,9,6,13.714285714285714,0,11.1,0.6,2.02,Graduate
3005,1,1,4,9500,1,1,122.0,1,19,38,7,7,117.1,1,0,0,1,0,1,18,0,0,7,7,7,14.572857142857142,0,0,8,9,8,14.955555555555556,0,12.4,0.5,1.79,Graduate
2926,1,44,1,8014,0,39,140.0,1,1,3,4,6,139.2,0,0,1,1,0,0,20,0,3,6,6,6,13.833333333333334,0,2,6,7,6,14.571428571428571,0,12.4,0.5,1.79,Graduate
4393,1,39,1,9991,0,1,120.0,1,38,38,5,7,146.2,0,0,0,1,0,0,27,0,0,5,10,3,12.333333333333334,0,0,5,10,3,10.666666666666666,0,11.1,0.6,2.02,Graduate
1735,1,44,1,9070,1,39,120.0,1,2,19,3,8,120.0,0,0,0,1,1,0,21,0,2,7,10,6,13.428571428571429,0,5,9,9,8,13.125,0,16.2,0.3,-0.92,Graduate
2943,1,39,1,9003,1,1,130.0,1,19,19,9,1,140.0,0,0,0,1,0,0,26,0,6,12,13,6,13.0,0,4,12,14,11,13.833333333333334,0,15.5,2.8,-4.06,Graduate
2909,1,44,1,9003,1,1,140.0,1,1,19,3,9,140.0,1,0,1,0,0,0,23,0,0,6,13,5,11.6,0,0,6,11,4,12.25,0,12.4,0.5,1.79,Dropout
2330,1,43,5,8014,0,1,110.0,1,34,34,0,0,110.0,0,0,0,1,1,0,37,0,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
414,1,1,1,9238,1,1,132.0,1,1,38,9,7,127.1,1,0,0,1,0,1,20,0,0,6,9,6,12.333333333333334,0,0,6,6,6,11.833333333333334,0,8.9,1.4,3.51,Graduate
1309,1,1,3,9500,1,1,132.0,1,38,38,9,9,119.3,1,0,0,1,0,0,19,0,0,8,8,7,11.98857142857143,0,0,8,8,7,11.98857142857143,0,10.8,1.4,1.74,Graduate
4019,1,1,2,9500,1,1,131.0,1,1,1,5,9,129.5,1,0,0,1,0,1,19,0,0,8,8,8,13.9475,0,0,8,8,8,13.9475,0,9.4,-0.8,-3.12,Graduate
62,1,17,3,171,1,1,133.0,1,1,37,4,7,126.0,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled
3041,1,17,5,9500,1,1,130.0,1,19,1,9,4,128.8,1,0,0,1,0,0,18,0,0,7,8,6,13.39,0,0,8,10,7,12.757142857142856,0,11.1,0.6,2.02,Enrolled
2380,1,17,1,9254,1,1,125.0,1,1,19,4,7,116.6,0,0,0,1,1,1,19,0,0,6,8,5,12.666666666666666,0,0,6,10,6,12.857142857142858,0,16.2,0.3,-0.92,Graduate
1738,1,39,1,9003,1,1,140.0,1,3,1,5,9,130.0,0,0,0,1,1,0,27,0,0,6,6,6,14.166666666666666,0,0,6,7,6,13.833333333333334,0,11.1,0.6,2.02,Graduate
3944,5,39,1,9003,1,1,180.0,1,1,1,4,8,179.6,0,0,1,0,0,0,27,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout
1002,1,1,1,171,1,1,163.0,1,3,4,2,5,175.6,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate
3645,1,17,3,9238,1,1,133.1,1,41,1,2,3,117.0,1,0,0,1,0,0,21,0,0,6,8,6,12.666666666666666,0,0,6,7,6,12.428571428571429,0,11.1,0.6,2.02,Graduate
483,1,44,1,9085,1,39,140.0,1,38,38,9,7,140.0,0,0,0,1,0,0,20,0,2,6,9,6,12.666666666666666,0,1,6,12,2,13.0,0,13.9,-0.3,0.79,Enrolled
2070,1,1,1,9670,1,1,113.0,1,1,37,1,10,116.5,1,0,0,1,0,0,19,0,0,6,7,6,12.833333333333334,0,0,6,10,6,11.77777777777778,0,8.9,1.4,3.51,Graduate
2451,1,39,1,9003,1,1,100.0,1,1,3,9,10,120.0,0,0,1,0,1,0,44,0,2,7,14,4,12.0,2,0,6,16,0,0.0,1,15.5,2.8,-4.06,Dropout
3954,1,1,1,9773,1,1,125.0,1,3,2,2,1,119.1,1,0,0,1,0,0,22,0,0,6,13,2,12.0,0,0,6,14,1,10.0,0,9.4,-0.8,-3.12,Dropout
4315,1,1,1,9254,1,1,125.0,1,1,3,4,1,121.9,1,0,0,1,1,0,18,0,0,6,15,3,11.666666666666666,0,0,6,14,2,12.5,0,10.8,1.4,1.74,Dropout
3337,1,43,1,9670,1,1,160.0,1,34,34,99,99,100.1,0,0,0,0,1,0,35,0,6,10,10,7,12.142857142857142,0,4,9,9,4,12.25,0,7.6,2.6,0.32,Dropout
3409,1,1,5,9773,1,1,110.0,1,19,38,3,5,117.4,1,0,0,1,0,0,20,0,0,6,7,6,13.833333333333334,0,0,6,6,6,12.833333333333334,0,11.1,0.6,2.02,Graduate
1633,1,43,1,8014,0,1,130.0,1,38,3,132,122,100.0,0,0,0,1,1,0,54,0,9,13,14,13,13.307692307692308,0,7,11,12,11,12.818181818181818,0,12.7,3.7,-1.7,Enrolled
2730,1,1,1,9238,1,1,133.0,1,4,1,5,5,131.6,0,0,0,1,0,0,18,0,0,6,7,6,13.833333333333334,0,0,6,7,6,13.714285714285714,0,11.1,0.6,2.02,Graduate
2239,1,39,1,9085,1,12,133.1,1,38,19,9,8,138.3,1,0,1,0,1,0,25,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Enrolled
1305,1,1,3,9773,1,1,130.0,1,19,19,9,9,123.0,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate
1856,1,1,1,9070,1,1,136.0,1,3,3,9,9,136.0,1,0,1,0,0,1,19,0,0,6,6,6,11.833333333333334,0,0,6,8,6,12.875,0,10.8,1.4,1.74,Graduate
1175,1,17,4,9254,1,1,130.0,1,19,1,5,5,130.0,1,0,0,1,1,0,18,0,0,6,7,4,11.0,0,0,6,7,3,11.25,0,16.2,0.3,-0.92,Dropout
2809,1,1,3,9500,1,1,126.0,1,1,19,131,181,120.1,1,0,0,1,0,0,19,0,0,7,12,4,13.375,0,0,7,8,6,12.116666666666667,0,12.4,0.5,1.79,Enrolled
260,1,1,1,9254,1,1,131.0,1,37,38,9,7,137.0,0,0,0,1,0,1,20,0,0,6,8,6,11.166666666666666,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,Graduate
1440,1,1,5,9670,1,1,142.0,1,19,19,7,3,132.9,0,0,0,1,1,0,19,0,0,5,5,4,12.5,0,0,5,5,4,14.25,0,7.6,2.6,0.32,Graduate
3297,1,39,1,9500,1,1,130.0,1,19,19,3,7,129.0,0,0,1,0,0,0,26,0,0,7,11,4,12.86,0,0,7,10,5,11.566666666666668,0,12.4,0.5,1.79,Dropout
3564,1,44,1,9119,1,39,130.0,1,19,3,3,4,130.0,0,0,1,0,1,0,23,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
3900,1,1,3,9500,1,1,142.0,1,37,38,9,9,137.3,1,0,0,1,0,1,22,0,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,Graduate
4270,1,17,1,9070,1,1,132.0,1,37,38,9,7,138.0,0,0,0,1,1,1,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,12.0,0,12.4,0.5,1.79,Graduate
1014,1,18,2,9147,1,1,102.0,1,37,38,191,143,101.7,1,0,0,1,0,1,20,0,0,5,6,5,11.8,0,0,5,6,5,11.6,0,8.9,1.4,3.51,Graduate
611,2,1,1,8014,0,1,150.0,1,1,37,4,7,139.9,1,0,0,1,0,0,24,0,0,6,9,5,13.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate
1576,2,39,2,9670,1,19,133.1,1,37,37,9,9,135.6,0,0,0,1,0,0,46,0,0,6,10,5,11.4,0,0,6,9,4,13.75,0,12.4,0.5,1.79,Dropout
1156,1,17,1,9254,1,1,123.0,1,38,37,9,7,120.6,1,0,0,0,0,0,19,0,0,6,9,3,11.666666666666666,0,0,6,15,1,10.0,0,10.8,1.4,1.74,Dropout
1065,1,7,1,8014,0,40,130.0,1,19,1,5,10,130.0,1,0,1,0,0,0,23,0,7,12,12,11,14.0,0,4,10,11,8,14.625,0,13.9,-0.3,0.79,Dropout
566,1,39,1,9003,1,19,133.1,1,4,1,2,4,120.0,0,0,0,1,1,0,25,0,0,3,4,0,0.0,0,0,3,5,0,0.0,0,16.2,0.3,-0.92,Dropout
1578,1,1,3,9085,1,1,131.0,1,37,19,9,8,136.3,1,0,1,0,0,0,18,0,0,5,7,3,13.0,0,0,5,8,3,12.0,0,7.6,2.6,0.32,Dropout
1612,1,17,2,9500,1,1,125.0,1,19,19,5,5,114.5,1,0,0,1,0,0,18,0,0,7,11,6,11.983333333333334,0,0,8,12,8,12.28125,0,16.2,0.3,-0.92,Graduate
1920,1,44,1,9085,1,39,140.0,1,1,1,3,7,140.0,1,0,0,1,0,0,20,0,2,6,11,5,14.2,0,0,6,12,2,13.5,0,13.9,-0.3,0.79,Enrolled
3868,1,44,1,9003,1,39,130.0,1,1,19,3,10,130.0,1,0,0,1,1,0,19,0,0,6,9,6,12.166666666666666,0,0,6,14,4,13.0,0,12.4,0.5,1.79,Graduate
386,1,1,1,9853,1,1,140.0,1,37,37,9,9,145.3,0,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,9,6,12.333333333333334,0,7.6,2.6,0.32,Graduate
4080,1,1,1,171,1,1,140.0,1,37,37,7,9,126.8,1,0,0,0,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
1199,1,7,1,9085,1,40,140.0,1,1,19,5,5,140.0,1,0,0,1,0,0,23,0,0,6,7,6,15.571428571428571,0,0,6,8,6,16.375,0,12.4,0.5,1.79,Graduate
236,1,1,1,9853,1,1,148.0,1,19,19,5,7,141.7,0,0,0,1,0,1,18,0,0,6,8,5,13.4,0,0,6,7,6,13.166666666666666,0,9.4,-0.8,-3.12,Graduate
3518,2,42,1,9254,1,1,136.0,1,2,2,134,112,130.0,1,0,0,1,1,0,22,0,2,6,13,4,11.5,0,2,6,12,2,12.5,0,7.6,2.6,0.32,Dropout
1496,1,43,1,9556,1,1,130.0,1,1,37,5,5,128.0,1,0,0,1,1,0,20,0,0,7,8,7,13.585714285714284,0,0,8,8,8,14.6875,0,15.5,2.8,-4.06,Graduate
2068,1,18,4,9853,1,1,123.0,1,19,38,4,10,123.7,1,0,0,1,0,0,19,0,0,6,8,5,12.666666666666666,0,0,6,8,5,11.0,0,15.5,2.8,-4.06,Enrolled
2142,1,17,1,9238,1,1,123.0,1,1,1,9,9,115.7,1,0,0,1,0,0,21,0,0,6,8,6,12.166666666666666,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,Graduate
1720,1,17,1,9085,1,1,128.0,1,38,37,9,9,116.5,1,0,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,8,5,12.142857142857142,0,10.8,1.4,1.74,Graduate
1977,1,44,1,9238,1,39,140.0,1,1,19,191,102,143.0,0,0,0,1,0,0,20,0,3,6,6,6,13.5,0,2,6,9,5,12.5,0,13.9,-0.3,0.79,Graduate
4065,1,43,1,8014,0,1,120.0,1,38,19,5,4,118.3,0,0,0,1,0,0,20,0,2,6,6,6,12.166666666666666,0,0,6,7,5,14.0,0,12.7,3.7,-1.7,Enrolled
2988,1,17,1,171,1,1,158.0,1,3,3,3,3,151.4,1,0,0,0,0,0,19,0,6,12,12,12,13.0,0,4,11,14,11,13.25,0,8.9,1.4,3.51,Graduate
3767,1,17,1,9773,1,1,116.0,1,37,1,9,8,115.7,1,0,1,0,0,0,19,0,0,6,6,3,11.333333333333334,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
2373,1,1,2,9670,1,1,117.0,1,3,1,3,5,110.7,1,0,0,1,1,0,20,0,0,6,10,5,14.0,0,0,6,10,6,12.0,0,11.1,0.6,2.02,Enrolled
2372,1,17,3,171,1,1,125.0,1,3,39,2,5,117.0,1,1,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled
409,4,39,1,9085,1,1,133.1,1,34,34,0,0,128.2,0,0,0,1,0,0,25,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
3650,1,43,1,9070,1,1,135.0,1,1,38,3,9,126.4,1,0,0,1,0,1,20,0,5,12,12,12,13.25,0,5,12,12,11,12.727272727272728,0,15.5,2.8,-4.06,Graduate
652,1,39,1,9500,1,19,133.1,1,1,5,4,3,100.0,0,0,0,1,0,0,24,0,0,8,11,7,12.614285714285714,0,0,8,11,7,12.614285714285714,0,12.7,3.7,-1.7,Graduate
4368,1,39,1,9991,0,1,120.0,1,37,37,9,9,120.0,1,0,0,0,1,0,25,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
1111,1,1,5,9500,1,1,126.0,1,1,19,6,7,115.5,1,0,0,1,0,1,19,0,0,7,8,7,12.135714285714286,0,0,8,10,7,13.328571428571427,0,12.4,0.5,1.79,Graduate
2915,6,39,1,8014,0,1,133.1,1,37,37,9,9,119.0,0,0,0,1,0,1,48,0,0,6,7,6,10.666666666666666,0,0,6,9,5,11.8,0,10.8,1.4,1.74,Enrolled
3657,1,1,5,9500,1,1,122.0,1,37,3,9,2,116.8,1,0,0,1,0,0,20,0,0,7,8,6,13.271428571428572,0,0,8,8,7,14.471428571428572,0,13.9,-0.3,0.79,Graduate
3612,1,44,1,9085,1,39,140.0,1,19,37,5,7,140.0,1,0,0,1,1,0,19,0,2,6,10,4,12.5,0,1,6,16,2,12.0,0,12.4,0.5,1.79,Dropout
3854,1,39,1,9238,1,1,133.1,1,37,29,0,4,120.5,0,0,0,0,1,0,32,0,0,6,10,2,11.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
959,1,1,3,9670,1,1,134.0,1,14,11,0,0,128.4,1,0,0,0,1,0,19,0,0,5,5,0,0.0,0,0,4,4,0,0.0,0,7.6,2.6,0.32,Dropout
2551,1,17,3,9070,1,1,145.0,1,3,3,4,4,153.1,1,0,0,1,0,1,20,0,0,6,6,6,12.5,0,0,6,6,6,14.333333333333334,0,12.7,3.7,-1.7,Enrolled
2654,1,17,5,9500,1,1,124.0,1,3,38,2,1,119.8,0,0,0,1,1,0,19,0,0,8,11,7,13.867142857142856,0,0,8,11,7,13.867142857142856,0,10.8,1.4,1.74,Graduate
202,1,1,4,9500,1,1,140.0,1,19,19,7,7,129.5,1,0,0,1,0,0,18,0,0,8,8,7,12.324285714285711,0,0,8,8,7,12.324285714285711,0,10.8,1.4,1.74,Graduate
4364,1,17,1,9238,1,1,132.0,1,37,37,9,9,123.6,1,0,0,1,0,0,18,0,0,6,9,4,11.5,0,0,6,10,4,10.75,0,7.6,2.6,0.32,Enrolled
1032,1,1,1,9773,1,1,144.0,1,37,37,8,8,138.4,0,0,0,1,0,0,18,0,0,6,7,6,13.428571428571429,0,0,6,7,6,14.142857142857142,0,13.9,-0.3,0.79,Graduate
1311,1,1,1,9085,1,1,130.0,1,37,37,9,6,126.5,1,0,0,1,0,1,18,0,0,6,13,6,16.46153846153846,0,0,6,8,6,13.875,0,15.5,2.8,-4.06,Graduate
4326,1,39,1,8014,0,39,110.0,1,19,37,9,8,127.5,0,0,1,0,0,0,26,0,0,6,13,4,12.0,0,0,6,7,5,13.2,0,16.2,0.3,-0.92,Dropout
3652,1,17,1,9556,1,1,133.0,1,38,37,9,9,124.4,1,0,0,1,0,1,18,0,0,7,7,7,13.3,0,0,8,8,8,15.125,0,15.5,2.8,-4.06,Graduate
2427,2,39,2,9670,1,1,100.0,1,37,37,9,9,110.0,0,0,0,1,1,1,36,0,0,5,5,5,11.4,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
1006,1,17,6,9500,1,1,139.0,1,37,37,9,6,133.5,1,0,0,1,0,1,18,0,0,8,8,7,15.228571428571428,0,0,8,8,7,15.228571428571428,0,12.7,3.7,-1.7,Graduate
2165,1,44,1,9238,1,39,140.0,1,1,1,9,3,135.7,1,0,0,1,0,0,20,0,3,6,6,6,12.833333333333334,0,2,6,6,6,13.833333333333334,0,12.4,0.5,1.79,Graduate
2300,1,44,1,9119,1,39,140.0,1,5,41,3,2,140.0,0,0,0,1,1,0,23,0,3,7,12,3,14.0,0,1,6,12,1,14.0,0,12.4,0.5,1.79,Enrolled
2369,1,39,1,9130,1,1,133.1,1,1,19,4,5,120.0,1,0,0,1,1,0,29,0,0,5,11,1,18.0,2,0,5,10,3,13.333333333333334,2,10.8,1.4,1.74,Dropout
1513,1,10,1,9254,1,1,115.0,24,3,1,9,9,116.1,1,0,0,1,0,0,19,1,0,6,6,6,13.5,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate
3268,2,39,1,9500,1,1,133.1,1,37,38,9,8,118.9,0,0,0,1,0,0,30,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout
1620,1,18,1,9670,1,1,128.0,1,19,3,9,7,120.0,1,0,0,1,0,0,19,0,0,6,8,6,14.125,0,0,6,10,5,14.5,0,11.1,0.6,2.02,Graduate
3407,1,1,3,9500,1,1,139.0,1,1,19,9,3,130.3,1,0,0,1,0,1,18,0,0,8,8,8,14.15375,0,0,8,8,8,14.15375,0,9.4,-0.8,-3.12,Graduate
4305,1,1,5,9147,1,1,133.0,1,19,3,9,9,123.2,1,0,0,1,1,0,18,0,0,5,14,4,11.0,0,0,5,9,5,10.5,0,13.9,-0.3,0.79,Dropout
2581,1,39,1,9003,1,1,133.1,1,38,38,4,7,115.6,1,0,0,0,0,0,27,0,0,6,8,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
4020,1,1,1,9670,1,1,133.1,1,3,1,1,7,155.0,0,0,0,1,0,0,22,0,0,5,6,3,11.333333333333334,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
3201,1,1,1,9773,1,1,146.0,1,1,3,4,1,135.2,1,0,0,1,1,0,18,0,0,6,7,6,14.166666666666666,0,0,6,6,6,12.833333333333334,0,9.4,-0.8,-3.12,Graduate
2201,1,39,1,9500,1,1,150.0,1,38,3,9,1,140.0,0,0,0,1,1,0,24,0,0,7,11,7,11.294444444444444,0,0,8,22,2,12.6,0,15.5,2.8,-4.06,Graduate
3604,1,17,2,9773,1,1,132.0,1,19,1,9,9,141.8,1,0,0,1,1,0,20,0,0,6,6,6,11.833333333333334,0,0,6,6,6,12.166666666666666,0,12.7,3.7,-1.7,Graduate
2692,1,17,4,9147,1,1,114.0,1,19,19,4,4,109.5,1,0,0,1,1,1,20,0,0,5,6,5,11.8,0,0,5,8,4,11.6,0,8.9,1.4,3.51,Graduate
